country,company,wiki_url,official_sites,possible_official_sites,status_note,company_summary,founded_year,headquarters,products,employees,revenue
Australia,Warrnambool Cheese and Butter,https://en.wikipedia.org/wiki/Warrnambool_Cheese_and_Butter,http://www.wcbf.com.au/,,Confirmed,"Warrnambool Cheese & Butter Factory Company Holdings Limited (WCB) is an Australian-based company manufacturing dairy products, majority-owned by Saputo Inc., a Canadian company, that manufactures a range of dairy products under various brands. The business is based in Allansford, Victoria and is th...",1888.0,Australia,,,
Australia,Weis,https://en.wikipedia.org/wiki/Weis_(frozen_foods_company),http://www.weis.com.au/,,Confirmed,Weis is an Australian brand owned by The Magnum Ice Cream Company that produces frozen ice confectionery and frozen fruit desserts. They are most well known for their bar shaped fruit ice creams known as Weis Bars. They are sold at most Australian milk bars and supermarkets and in boxes of eight min...,,,,,
Australia,Wendy's Supa Sundaes,https://en.wikipedia.org/wiki/Wendy%27s_Supa_Sundaes,https://wendysmilkbar.com/,,Confirmed,"Wendy's Milk Bar, formerly known as Wendy's Supa Sundaes, is an Australian ice cream parlour franchise chain consisting of over 200 stores and kiosks. Founded in Adelaide, it is owned by parent company Supatreats Australia, headquartered in the Sydney suburb of Baulkham Hills. The chain is unrelated...",1979.0,"Sydney, New South Wales","Ice cream,  drinks,  hot dogs, desserts, and snacks",,
Australia,Wesfarmers,https://en.wikipedia.org/wiki/Wesfarmers,http://www.wesfarmers.com.au/,,Confirmed,"Wesfarmers Limited is an Australian conglomerate, headquartered in Perth, Western Australia. It has interests predominantly in Australia and New Zealand, operating in retail, chemical, fertiliser, industrial and safety products. With revenue of A$45.7 billion in the 2025 financial year, it is one of...",1914.0,"Perth, Western Australia, Australia",,"118,000 (2025)  : 75",$45.7 billion (2025)  : 2
Austria,Agrana,https://en.wikipedia.org/wiki/Agrana,https://www.agrana.com/en/,,Confirmed,"The Agrana Group is a food company based in Vienna that produces sugar, starch, fruit preparation, juice concentrate and ethanol fuel. Agrana is mainly supplying to international food industry, with some minor end customer business. A known brand is Wiener Zucker - with this name products like sugar...",1988.0,"Vienna, Austria, Austria",,"8,980 (2024/25)",€3.51 billion (2024/25)
Austria,Brauerei Ottakringer,https://en.wikipedia.org/wiki/Brauerei_Ottakringer,http://www.ottakringer.at,,Confirmed,"Ottakringer (German pronunciation: ⓘ) is the last large brewery remaining in Vienna, Austria, and is located in Ottakring, the 16th district of Vienna.",,,,,
Austria,Do & Co,https://en.wikipedia.org/wiki/Do_%26_Co,http://www.doco.com,,Confirmed,"DO & CO Aktiengesellschaft is an Austrian catering company, headquartered in Vienna. It is active in segments such as airline catering, train catering, and international events catering. The company also provides services through its restaurants, bars, lounges, and hotels. In 1998 DO & CO was listed...",1981.0,"Vienna, Austria",,"8,683 (end of 2014)",
Austria,Julius Meinl,https://en.wikipedia.org/wiki/Julius_Meinl,https://juliusmeinl.com/,,Confirmed,"Julius Meinl International (German: Julius Meinl AG, Meinl-Gruppe), also known simply as Julius Meinl, is an Austrian manufacturer and retailer of coffee, gourmet foods and other grocery products. The company is based in Vienna, Austria, and it is named after the founder, Julius Meinl I.",1862.0,"Vienna, Austria",Coffee,845,€ 180 million (2018)
Austria,Manner,https://en.wikipedia.org/wiki/Manner_(confectionery),,https://www.manner.com/,Potential,"Manner (German pronunciation: ⓘ) is a line of confectionery from the Austrian conglomerate Josef Manner & Comp AG. The corporation, founded in 1890, produces a wide assortment of confectionery products. These include wafers, long-life confectionery, chocolate-based confectionery, sweets, cocoa and a...",,,,,
Austria,Pez,https://en.wikipedia.org/wiki/Pez,https://www.pez.at,,Confirmed,"Pez (English: /pɛz/, German: ; stylised in all caps; from German Pfefferminz, meaning ""peppermint"") is the brand name of an Austrian candy and associated manual candy dispensers. The candy is a pressed, dry, straight-edged, curved-corner block 15 mm (5⁄8 inch) long, 8 mm (5⁄16 inch) wide and 5 mm (3...",,,,,
Austria,Rauch,https://en.wikipedia.org/wiki/Rauch_(company),https://www.rauch.cc/,,Confirmed,"Rauch Fruchtsäfte GmbH & Co OG is an Austrian multinational beverage company based in Rankweil, Austria. It was founded in 1919 by Franz Rauch and has remained an Austrian family business for four generations. The Rauch brand is particularly known for producing a range of juices and nectars, isotoni...",1919.0,"Rankweil, Austria",Beverage,,€1 billion (2020)
Austria,Red Bull GmbH,https://en.wikipedia.org/wiki/Red_Bull_GmbH,http://www.redbull.com,,Confirmed,"Red Bull GmbH (German pronunciation: ) is an Austrian multinational private conglomerate company that created the Red Bull range of energy drinks. It is also known for its wide range of sporting events and teams. The headquarters of Red Bull GmbH are located in Fuschl am See, Salzburg.",1984.0,"Am Brunnen 1, 5330 Fuschl am See, Salzburg, Austria","Energy drink, Clothing, Music","21,924 (2025)",€12.196 billion (FY 2025)
Azerbaijan,Bahra Biscuit Factory,https://en.wikipedia.org/wiki/Bahra_Biscuit_Factory,,https://web.archive.org/web/20140818143228/http://www.unikal.az/,Potential,"Bahra Biscuit Factory is a part of UNIKAL Foodstuff Production Company based in Baku, Azerbaijan.",2006.0,"Azerbaijan, Baku",,,
Azerbaijan,Shollar water,https://en.wikipedia.org/wiki/Shollar_water,,,Manual Check Required,"Shollar water is bottled water from the Shollar spring in Şollar, Azerbaijan, or water pumped to the city of Baku from the Shollar spring.",,,,,
Azerbaijan,Vinagro,https://en.wikipedia.org/wiki/Vinagro,,,Manual Check Required,"Vinagro is an alcoholic beverage producer in Azerbaijan established in March 2006. The company owns 537 hectares of vineyards growing various sorts of local and European grapes. Red varieties such as Merlot, Cabernet Sauvignon, Prima, Saperavi, Hamburg Muscardin, Madrasa, Shirvanshahi and white vari...",2006.0,"Baku, Azerbaijan","Xan, ,, Azerbaijani wine, ,, Alcoholic beverages",,
Bangladesh,Kazi Farms Group,https://en.wikipedia.org/wiki/Kazi_Farms_Group,,,Manual Check Required,"Kazi Farms Group is a group of businesses in Bangladesh. Kazi Zahedul Hasan, the managing director, was awarded Business Person of the Year for 2004 by The Daily Star (Bangladesh).",1996.0,"House No. 35, Road 02, Dhanmondi, Dhaka 1205.",,"10,000",
Bangladesh,Meghna Group of Industries,https://en.wikipedia.org/wiki/Meghna_Group_of_Industries,,,Manual Check Required,"Meghna Group of Industries (MGI; Bengali: মেঘনা গ্রুপ অব ইন্ডাস্ট্রিজ) is a Bangladeshi industrial conglomerate. It has business interests in chemicals, cement, consumer products, real estate, insurance, securities, and utilities, among others.",1976.0,"Gulshan, Dhaka, Bangladesh",,"35,000 (2020)",৳ 200 billion US$2.5 billion (2017)
Bangladesh,PRAN-RFL Group,https://en.wikipedia.org/wiki/PRAN-RFL_Group,,,Manual Check Required,"PRAN-RFL Group (Bengali: প্রাণ-আরএফএল গ্রুপ) is a Bangladeshi conglomerate, founded in 1981 by Amjad Khan Chowdhury. It is one of the largest conglomerates in Bangladesh Pran-RFL Group is headquartered in Dhaka, Bangladesh, and employs over 100,000 people worldwide making it the largest employer bra...",1981.0,"Dhaka, Bangladesh","List, Foods, Condiments, Ice creams, Energy drinks, Wellbeing, vitamins, Minerals, and, supplements, Tea, instant coffees, Home appliances, pharmaceutical, and, consumer, healthcare, products, Breakfast cereals, Cleaning agents, Plastic Accessories for home, Pet foods, Toothpastes, Bottled waters, Soft drinks, Study Accessories, Personal care","10,757 (2022)",৳ 4.69 billion (US$38 million) (FY 2022)
Belgium,Anheuser-Busch InBev,https://en.wikipedia.org/wiki/Anheuser-Busch_InBev,https://www.ab-inbev.com/,,Confirmed,"Anheuser-Busch InBev SA/NV, known as AB InBev, is a Belgian multinational drink and brewing company based in Leuven, Belgium. It is the largest brewer in the world, and in 2023, was ranked 72nd in the Forbes Global 2000. AB InBev was formed in 2008, with Belgian-Brazilian brewing company InBev's acq...",2008.0,"Leuven, Belgium",Alcoholic beverages: beer and soft drinks,"143,885 (2024)",US$ 59.77 billion (2024)
Belgium,Cavalier Chocolate,https://en.wikipedia.org/wiki/Cavalier_Chocolate,,http://www.cavalier.be,Potential,"Cavalier is a family-owned Belgian chocolate manufacturer founded in 1996, making only no-sugar-added chocolate products. Cavalier develops, produces and distributes chocolate products and biscuits without adding sugar to the traditional ingredients. It is the only Belgian manufacturer making only c...",1996.0,"Eeklo, Oost-Vlaanderen, Belgium","sugar-free or no sugar added chocolate: bars, Tablets, Sea Shells, chocolates, paste, biscuits",,
Belgium,Confiserie Roodthooft,https://en.wikipedia.org/wiki/Confiserie_Roodthooft,http://www.roodthooft.be,,Confirmed,"Confiserie Roodthooft is a family company producing Belgian sweets and toffees. The company was founded by Louis Roodthooft and Johanna Stoops in Antwerp, Belgium in 1925. Roodthooft was in charge of sales whilst Stoops took care of the everyday running of the factory, which was not a usual thing fo...",1925.0,"Turnhout, Belgium","Toffees and confectionery, especially, Caramella Mokatine",,
Belgium,Delhaize Group,https://en.wikipedia.org/wiki/Delhaize_Group,,https://www.ebhsoc.org/journal/index.php/ebhs/article/view/217,Potential,"Delhaize Group SA (French pronunciation: , Dutch pronunciation: ) was a Belgian multinational retail company headquartered in Molenbeek-Saint-Jean, Brussels, Belgium, and operated in seven countries and on three continents. The principal activity of Delhaize Group was the operation of food supermark...",1867.0,"Anderlecht, Brussels, Belgium",,,€21.1 billion (2013)
Belgium,Duc d'O,https://en.wikipedia.org/wiki/Duc_d%27O,,https://www.ducdo.com,Potential,"Duc d'O is a Belgian food company based in Bruges. It was founded in 1983 by Hendrik Verhelst, a former timber merchant. The company focused on chocolate truffles. Duc d'O produces a range of chocolates. The company exports products to about 30 countries and offers private-label production services.",1983.0,"Kruibeke, Belgium",food,,
Belgium,Glacio,https://en.wikipedia.org/wiki/Glacio,http://www.glacio.be/,,Confirmed,"Glacio NV is a Belgian ice cream producer based in Beerse, Belgium. It mostly focuses its business activities on ice cream specialties. In February 2013 Glacio took over the Belgian Icecream Group.",,,,,
Belgium,John Martin Brewery,https://en.wikipedia.org/wiki/John_Martin_Brewery,,http://www.anthonymartin.be/en/,Potential,"John Martin is the name of a beer brewery in Genval (Walloon Brabant), Belgium, founded in 1909 by English businessman John Martin (1886-1966). A family company, it is currently run by his grandson, Anthony Martin. Besides brewing Belgian-style ales, the company also imports British and Irish beers,...",,,,,
Belgium,Jules Destrooper,https://en.wikipedia.org/wiki/Jules_Destrooper,http://www.destrooper.com,,Confirmed,"Jules Destrooper is a Belgian food company based in Lo, West Flanders. It was founded in 1886 by Jules Destrooper (1856–1934). Jules Destrooper produces a range of premium biscuits and is mainly known for its small butterwaffle known as lukken. The company exports products to about 75 countries all ...",1886.0,"Lo-Reninge, Belgium",cookie,160 (2015),
Belgium,Le Pain Quotidien,https://en.wikipedia.org/wiki/Le_Pain_Quotidien,https://www.lepainquotidien.com/,,Confirmed,"Le Pain Quotidien (French for the daily bread) listenⓘ is an international chain of bakery-restaurants. It sells baked goods, bread, salads, sandwiches, beverages, and tartines. Le Pain Quotidien operates more than 260 bakery-restaurant locations worldwide in 20 countries, including Argentina, Urugu...",1990.0,"New York City, (U.S. division)",,,
Belgium,Leonidas,https://en.wikipedia.org/wiki/Leonidas_(chocolate_maker),,,Manual Check Required,"Leonidas is a registered trademark of the agri-food company Confiserie Leonidas S.A. The Belgian chocolate company was founded in 1913 by Leonidas Kestekides. The company is ISO 9001 and FSSC 22000 certified. As of 2019, the brand has more than 1,030 points of sale (including 450 stores in Belgium a...",1913.0,"Boulevard Jules Graindor 41–43, 1070, Anderlecht, Belgium",,347 (2018),US$107 million (2018)  US$66 million (2009)
Belgium,Lotus Bakeries,https://en.wikipedia.org/wiki/Lotus_Bakeries,,,Manual Check Required,"Lotus Bakeries NV is a Belgian multinational snack food company founded in 1932 and based in Lembeke , East Flanders. The company's best-known product is its speculoos biscuits, branded as Biscoff (a portmanteau of ""biscuit"" and ""coffee""). Other Lotus brands include nākd, TREK, BEAR, Kiddylicious, P...",1932.0,"Lembeke, Kaprijke, Belgium",,,
